ts,equity,daily_pnl
1783940586,799.97,0.00
1783940601,799.97,0.00
1783940618,799.98,0.00
1783940633,799.98,0.00
1783940649,799.98,0.00
1783940664,799.98,0.00
1783940680,799.98,0.00
1783940695,799.98,0.00
1783940711,799.98,0.00
1783940726,799.99,0.00
1783940743,799.99,0.00
1783940758,799.98,0.00
1783940774,799.98,0.00
1783940789,799.99,0.00
1783940805,799.98,0.00
1783940820,799.99,0.00
1783940836,800.00,0.00
1783940851,799.99,0.00
1783940867,799.99,0.00
1783940882,799.99,0.00
1783940898,799.99,0.00
1783940913,799.98,0.00
1783940938,799.98,0.00
1783940953,799.99,0.00
1783940969,799.98,0.00
1783940984,799.99,0.00
1783941000,799.99,0.00
1783941015,799.98,0.00
1783941031,799.99,0.00
1783941046,799.99,0.00
1783941062,800.00,0.00
1783941077,800.01,0.00
1783941093,800.01,0.00
1783941108,800.00,0.00
1783941125,800.00,0.00
1783941140,800.00,0.00
1783941156,799.99,0.00
1783941171,799.99,0.00
1783941187,799.99,0.00
1783941202,799.99,0.00
1783941219,800.00,0.00
1783941234,800.00,0.00
1783941250,799.99,0.00
1783941265,799.99,0.00
1783941281,800.00,0.00
1783941296,800.01,0.00
1783941312,800.01,0.00
1783941327,800.01,0.00
1783941344,800.01,0.00
1783941359,800.01,0.00
1783941375,800.01,0.00
1783941390,800.01,0.00
1783941406,800.01,0.00
1783941421,800.01,0.00
1783941437,800.01,0.00
1783941452,800.01,0.00
1783941468,800.01,0.00
1783941483,800.02,0.00
1783941499,800.03,0.00
1783941514,800.03,0.00
1783941530,800.03,0.00
1783941545,800.03,0.00
1783941561,800.03,0.00
1783941576,800.03,0.00
1783941592,800.03,0.00
1783941607,800.03,0.00
1783941623,800.03,0.00
1783941638,800.03,0.00
1783941654,800.03,0.00
1783941669,800.04,0.00
1783941685,800.02,0.00
1783941700,800.02,0.00
1783941716,800.03,0.00
1783941731,800.00,0.00
1783941747,800.01,0.00
1783941762,800.01,0.00
1783941779,800.01,0.00
1783941794,800.01,0.00
1783941810,800.01,0.00
1783941825,800.00,0.00
1783941851,800.00,0.00
1783941866,800.01,0.00
1783941882,800.01,0.00
1783941897,800.02,0.00
1783941913,800.02,0.00
1783941928,800.02,0.00
1783941945,800.01,0.00
1783941960,800.01,0.00
1783941975,800.01,0.00
1783941990,800.01,0.00
1783942007,800.01,0.00
1783942022,800.00,0.00
1783942038,800.00,0.00
1783942053,800.00,0.00
1783942069,799.99,0.00
1783942084,800.00,0.00
1783942100,800.00,0.00
1783942115,800.00,0.00
1783942131,800.00,0.00
1783942146,800.00,0.00
1783942162,800.00,0.00
1783942177,800.00,0.00
1783942193,800.01,0.00
1783942208,800.00,0.00
1783942224,800.00,0.00
1783942239,800.00,0.00
1783942255,800.00,0.00
1783942270,800.00,0.00
1783942287,800.02,0.00
1783942302,800.01,0.00
1783942318,800.02,0.00
1783942333,800.01,0.00
1783942350,800.01,0.00
1783942365,800.01,0.00
1783942381,800.01,0.00
1783942396,800.01,0.00
1783942413,800.01,0.00
1783942428,800.01,0.00
1783942445,799.99,0.00
1783942460,800.00,0.00
1783942476,799.99,0.00
1783942491,799.99,0.00
1783942507,799.98,0.00
1783942522,799.98,0.00
1783942538,799.98,0.00
1783942553,799.98,0.00
1783942569,799.98,0.00
1783942584,799.99,0.00
1783942600,799.99,0.00
1783942615,799.99,0.00
1783942631,799.99,0.00
1783942646,800.00,0.00
1783942662,800.00,0.00
1783942677,800.00,0.00
1783942693,800.00,0.00
1783942708,799.98,0.00
1783942724,799.98,0.00
1783942739,799.98,0.00
1783942764,799.99,0.00
1783942779,799.99,0.00
1783942795,799.99,0.00
1783942810,799.99,0.00
1783942826,799.99,0.00
1783942841,799.99,0.00
1783942857,799.99,0.00
1783942872,799.98,0.00
1783942888,799.99,0.00
1783942903,799.98,0.00
1783942920,799.98,0.00
1783942935,799.98,0.00
1783942951,799.98,0.00
1783942966,799.98,0.00
1783942982,799.98,0.00
1783942997,799.98,0.00
1783943013,799.98,0.00
1783943028,799.98,0.00
1783943046,799.98,0.00
1783943061,799.98,0.00
1783943077,799.98,0.00
1783943092,799.99,0.00
1783943108,799.99,0.00
1783943123,799.99,0.00
1783943139,799.99,0.00
1783943154,799.99,0.00
1783943171,799.99,0.00
1783943186,799.98,0.00
1783943202,799.98,0.00
1783943217,799.98,0.00
1783943233,799.97,0.00
1783943248,799.97,0.00
1783943264,799.97,0.00
1783943279,799.97,0.00
1783943295,799.97,0.00
1783943310,799.97,0.00
1783943326,799.97,0.00
1783943341,799.97,0.00
1783943357,799.97,0.00
1783943372,799.97,0.00
1783943388,799.97,0.00
1783943403,799.97,0.00
1783943420,799.97,0.00
1783943435,799.97,0.00
1783943451,799.97,0.00
1783943466,799.97,0.00
1783943482,799.97,0.00
1783943497,799.97,0.00
1783943514,799.97,0.00
1783943529,799.96,0.00
1783943545,799.97,0.00
1783943560,799.96,0.00
1783943576,799.96,0.00
1783943591,799.97,0.00
1783943616,799.97,0.00
1783943631,799.97,0.00
1783943648,799.99,0.00
1783943663,799.99,0.00
1783943689,799.98,0.00
1783943704,799.99,0.00
1783943720,799.99,0.00
1783943735,799.98,0.00
1783943751,799.98,0.00
1783943766,799.98,0.00
1783943782,799.98,0.00
1783943797,799.99,0.00
1783943813,800.00,0.00
1783943828,800.00,0.00
1783943844,800.00,0.00
1783943859,800.00,0.00
1783943875,800.00,0.00
1783943890,800.00,0.00
1783943907,799.99,0.00
1783943922,799.99,0.00
1783943938,799.99,0.00
1783943953,800.00,0.00
1783943969,800.00,0.00
1783943984,800.00,0.00
1783944000,800.00,0.00
1783944015,800.00,0.00
1783944031,800.00,0.00
1783944046,800.00,0.00
1783944062,800.00,0.00
1783944077,800.01,0.00
1783944093,800.01,0.00
1783944108,800.00,0.00
1783944124,799.99,0.00
1783944139,799.99,0.00
1783944155,799.98,0.00
1783944170,799.99,0.00
1783944186,799.99,0.00
1783944201,800.01,0.00
1783944217,800.01,0.00
1783944232,800.01,0.00
1783944249,800.01,0.00
1783944264,800.02,0.00
1783944280,800.02,0.00
1783944295,800.01,0.00
1783944311,800.01,0.00
1783944326,800.02,0.00
1783944342,800.02,0.00
1783944357,800.01,0.00
1783944373,800.01,0.00
1783944388,800.01,0.00
1783944404,799.99,0.00
1783944419,799.99,0.00
1783944435,799.97,0.00
1783944450,799.98,0.00
1783944466,800.00,0.00
1783944481,799.99,0.00
1783944497,799.99,0.00
1783944512,800.02,0.00
1783944528,800.01,0.00
1783944543,800.01,0.00
1783944559,800.01,0.00
1783944574,800.01,0.00
1783944602,800.01,0.00
1783944617,800.01,0.00
1783944633,800.01,0.00
1783944648,800.01,0.00
1783944664,799.99,0.00
1783944679,800.00,0.00
1783944696,800.01,0.00
1783944711,800.02,0.00
1783944727,800.02,0.00
1783944742,800.02,0.00
1783944758,800.02,0.00
1783944773,800.02,0.00
1783944789,800.02,0.00
1783944804,800.00,0.00
1783944820,800.00,0.00
1783944835,800.00,0.00
1783944852,800.00,0.00
1783944867,800.00,0.00
1783944883,800.00,0.00
1783944898,800.00,0.00
1783944914,799.99,0.00
1783944929,799.99,0.00
1783944945,799.98,0.00
1783944960,799.99,0.00
1783944975,799.98,0.00
1783944990,799.99,0.00
1783945006,799.99,0.00
1783945021,800.00,0.00
1783945037,800.00,0.00
1783945052,799.99,0.00
1783945068,799.99,0.00
1783945083,799.99,0.00
1783945099,800.00,0.00
1783945114,799.99,0.00
1783945130,799.99,0.00
1783945145,799.98,0.00
1783945161,799.98,0.00
1783945176,799.98,0.00
1783945192,799.98,0.00
1783945207,799.98,0.00
1783945223,799.98,0.00
1783945238,800.00,0.00
1783945254,800.00,0.00
1783945269,800.01,0.00
1783945285,800.01,0.00
1783945300,800.01,0.00
1783945316,800.04,0.00
1783945331,800.05,0.00
1783945348,800.02,0.00
1783945363,800.02,0.00
1783945379,800.00,0.00
1783945394,800.02,0.00
1783945410,800.02,0.00
1783945425,800.02,0.00
1783945441,800.02,0.00
1783945456,800.01,0.00
1783945473,800.01,0.00
1783945488,800.01,0.00
1783945515,799.99,0.00
1783945530,799.99,0.00
1783945546,799.99,0.00
1783945561,799.99,0.00
1783945577,799.98,0.00
1783945592,799.98,0.00
1783945608,799.99,0.00
1783945623,799.99,0.00
1783945639,799.99,0.00
1783945654,799.98,0.00
1783945669,799.98,0.00
1783945684,799.99,0.00
1783945700,799.99,0.00
1783945715,799.99,0.00
1783945731,799.99,0.00
1783945746,800.01,0.00
1783945762,800.09,0.00
1783945777,800.08,0.00
1783945793,800.08,0.00
1783945808,800.07,0.00
1783945824,800.06,0.00
1783945839,800.06,0.00
1783945855,800.06,0.00
1783945870,800.06,0.00
1783945886,800.07,0.00
1783945901,800.07,0.00
1783945917,800.09,0.00
1783945932,800.08,0.00
1783945948,800.09,0.00
1783945963,800.10,0.00
1783945979,800.08,0.00
1783945994,800.08,0.00
1783946010,800.11,0.00
1783946025,800.11,0.00
1783946041,800.12,0.00
1783946056,800.10,0.00
1783946072,800.12,0.00
1783946087,800.13,0.00
1783946104,800.13,0.00
1783946119,800.12,0.00
1783946135,800.20,0.00
1783946150,800.06,0.08
1783946166,800.06,0.08
1783946181,800.06,0.08
1783946197,800.07,0.08
1783946212,800.07,0.08
1783946228,800.07,0.08
1783946243,800.08,0.08
1783946259,800.08,0.08
1783946274,800.02,0.09
1783946290,800.02,0.09
1783946305,800.02,0.09
1783946321,800.02,0.09
1783946336,800.02,0.09
1783946352,800.02,0.09
1783946367,800.02,0.09
1783946383,800.02,0.09
1783946398,800.02,0.09
1783946427,800.02,0.09
1783946442,800.02,0.09
1783946458,800.02,0.09
1783946473,800.02,0.09
1783946489,800.02,0.09
1783946504,800.02,0.09
1783946520,800.02,0.09
1783946535,800.02,0.09
1783946551,800.02,0.09
1783946566,800.02,0.09
1783946582,800.02,0.09
1783946597,800.02,0.09
1783946613,800.02,0.09
1783946628,800.02,0.09
1783946644,800.02,0.09
1783946659,800.03,0.09
1783946675,800.02,0.09
1783946690,800.02,0.09
1783946707,800.02,0.09
1783946722,800.02,0.09
1783946738,800.03,0.09
1783946753,800.02,0.09
1783946769,800.02,0.09
1783946784,800.03,0.09
1783946800,800.03,0.09
1783946815,800.03,0.09
1783946831,800.03,0.09
1783946846,800.03,0.09
1783946862,800.03,0.09
1783946877,800.03,0.09
1783946893,800.02,0.09
1783946908,800.02,0.09
1783946924,800.02,0.09
1783946939,800.02,0.09
1783946955,800.02,0.09
1783946970,800.03,0.09
1783946986,800.03,0.09
1783947001,800.03,0.09
1783947017,800.03,0.09
1783947032,800.03,0.09
1783947048,800.03,0.09
1783947063,800.03,0.09
1783947079,800.03,0.09
1783947094,800.03,0.09
1783947110,800.03,0.09
1783947125,800.03,0.09
1783947141,800.03,0.09
1783947156,800.03,0.09
1783947172,800.03,0.09
1783947187,800.03,0.09
1783947203,800.02,0.09
1783947220,800.02,0.09
1783947235,800.02,0.09
1783947251,800.02,0.09
1783947266,800.02,0.09
1783947282,800.02,0.09
1783947297,800.02,0.09
1783947312,800.02,0.09
1783947327,800.02,0.09
1783947346,800.02,0.09
1783947361,800.02,0.09
1783947377,800.02,0.09
1783947392,800.02,0.09
1783947408,800.02,0.09
1783947423,800.03,0.09
1783947439,800.02,0.09
1783947454,800.02,0.09
1783947470,800.02,0.09
1783947485,800.02,0.09
1783947501,800.02,0.09
1783947516,800.02,0.09
1783947532,800.03,0.09
1783947547,800.03,0.09
1783947563,800.03,0.09
1783947578,800.03,0.09
1783947594,800.03,0.09
1783947609,800.03,0.09
1783947625,800.03,0.09
1783947640,800.03,0.09
1783947656,800.03,0.09
1783947671,800.03,0.09
1783947687,800.03,0.09
1783947702,800.03,0.09
1783947718,800.03,0.09
1783947733,800.03,0.09
1783947749,800.03,0.09
1783947764,800.03,0.09
1783947780,800.04,0.09
1783947795,800.03,0.09
1783947811,800.03,0.09
1783947826,800.02,0.09
1783947842,800.02,0.09
1783947857,800.03,0.09
1783947874,800.04,0.09
1783947889,800.03,0.09
1783947905,800.03,0.09
1783947920,800.03,0.09
1783947938,800.03,0.09
1783947953,800.03,0.09
1783947970,800.04,0.09
1783947985,800.04,0.09
1783948001,800.04,0.09
1783948016,800.04,0.09
1783948032,800.04,0.09
1783948047,800.04,0.09
1783948063,800.04,0.09
1783948078,800.04,0.09
1783948094,800.04,0.09
1783948109,800.04,0.09
1783948125,800.04,0.09
1783948140,800.04,0.09
1783948156,800.04,0.09
1783948171,800.03,0.09
1783948187,800.02,0.09
1783948202,800.02,0.09
1783948218,800.01,0.09
1783948233,799.95,0.09
1783948259,799.95,0.09
1783948274,799.94,0.09
1783948290,799.93,0.09
1783948305,799.93,0.09
1783948322,799.93,0.09
1783948337,799.93,0.09
1783948353,799.93,0.09
1783948368,799.92,0.09
1783948384,799.93,0.09
1783948399,799.93,0.09
1783948415,799.93,0.09
1783948430,799.93,0.09
1783948446,799.93,0.09
1783948461,799.93,0.09
1783948477,799.93,0.09
1783948492,799.93,0.09
1783948508,799.93,0.09
1783948523,799.92,0.09
1783948540,799.92,0.09
1783948555,799.93,0.09
1783948571,799.93,0.09
1783948586,799.93,0.09
1783948602,799.93,0.09
1783948617,799.92,0.09
1783948634,799.92,0.09
1783948649,799.92,0.09
1783948665,799.92,0.09
1783948680,799.92,0.09
1783948696,799.92,0.09
1783948711,799.92,0.09
1783948727,799.92,0.09
1783948742,799.92,0.09
1783948758,799.92,0.09
1783948773,799.91,0.09
1783948789,799.91,0.09
1783948804,799.91,0.09
1783948820,799.87,0.09
1783948835,799.87,0.09
1783948851,799.88,0.09
1783948866,799.88,0.09
1783948883,799.88,0.09
1783948898,799.90,0.09
1783948914,799.90,0.09
1783948929,799.91,0.09
1783948945,799.91,0.09
1783948960,799.91,0.09
1783948976,799.91,0.09
1783948991,799.91,0.09
1783949007,799.91,0.09
1783949022,799.92,0.09
1783949038,799.92,0.09
1783949053,799.92,0.09
1783949069,799.93,0.09
1783949084,799.93,0.09
1783949100,799.93,0.09
1783949115,799.92,0.09
1783949131,799.92,0.09
1783949146,799.93,0.09
1783949175,799.93,0.09
1783949190,799.93,0.09
1783949206,799.92,0.09
1783949221,799.93,0.09
1783949237,799.93,0.09
1783949252,799.93,0.09
1783949268,799.94,0.09
1783949283,799.94,0.09
1783949299,799.94,0.09
1783949314,799.94,0.09
1783949330,799.94,0.09
1783949345,799.94,0.09
1783949361,799.94,0.09
1783949376,799.94,0.09
1783949392,799.93,0.09
1783949407,799.93,0.09
1783949423,799.93,0.09
1783949438,799.94,0.09
1783949454,799.94,0.09
1783949469,799.95,0.09
1783949485,799.95,0.09
1783949500,799.94,0.09
1783949517,799.95,0.09
1783949532,799.95,0.09
1783949548,799.95,0.09
1783949563,799.95,0.09
1783949578,799.96,0.09
1783949593,799.96,0.09
1783949610,799.96,0.09
1783949625,799.97,0.09
1783949641,799.97,0.09
1783949656,799.97,0.09
1783949672,799.97,0.09
1783949687,799.96,0.09
1783949703,799.97,0.09
1783949718,799.97,0.09
1783949734,799.97,0.09
1783949749,799.97,0.09
1783949768,799.97,0.09
1783949783,799.96,0.09
1783949799,799.97,0.09
1783949814,799.96,0.09
1783949830,799.96,0.09
