position_id,asset,side,ret_1_dir,ret_6_dir,ret_12_dir,ret_48_dir,sigma_bar_pct,vol_percentile,imbalance_dir,spread_bps,depth_log,fv_edge_bps,basis_dir,volume_z,funding_dir,mom_dir,drawdown_pct,regime_bull_quiet,regime_bull_vol,regime_range,regime_bear,regime_crisis,corr_fast,corr_shift,turbulence_pct,sent_dir,sent_fear,fear_greed,dominance_delta,equity_risk_z,hour_sin,hour_cos,weekend,imbalance_delta_dir,other_ret_6_dir,depth_ratio,mtf_align,pd_zone,liq_pocket_pull,fvg_pull,fvg_liq_confluence,poc_dist,va_pos,regime_age,funding_dist,venue_disloc_dir,th_grid,th_metronome,th_clockwork,th_stopzone,th_barclose,opt_pcr_z,opt_oi_pcr_z,opt_iv_skew,manip_suspect,pat_engulf_dir,pat_hammer_dir,pat_marubozu_dir,vol_term,mkt_ret_6_dir,book_touch_share,flow_tox,direction,gate_confidence,label,net_pnl_usd,source,ts,signal_ts,barrier,probe,disp
cand-b960179a-772,ETH,short,0.280710,0.345861,0.047672,-0.144368,0.188954,0.630000,0.611532,0.005202,0.811077,-0.035535,-0.164593,-0.906696,-0.042129,0.333333,0.423303,0.000000,0.000000,1.000000,0.000000,0.000000,0.710827,-0.095004,0.328000,-0.030776,0.000000,0.250000,-0.004649,0.502749,-0.710185,0.704015,0.000000,-0.164573,0.062037,0.883060,0.000000,0.244818,0.924231,0.826790,1.000000,0.029551,0.000000,0.192203,0.375004,0.041612,0.037000,0.000000,0.000000,0.147000,0.000000,0.563331,0.000000,-0.702408,0.336951,-0.000000,0.030912,0.816000,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784178006,1784148900,,,
cand-b960179a-774,ETH,short,0.037308,0.476786,-0.144562,-0.055664,0.167309,0.523333,0.710433,0.051998,0.809337,-0.018662,-0.229407,-0.754625,-0.041187,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.289176,-0.481530,0.184000,-0.030178,0.000000,0.250000,0.003320,0.489593,-0.691513,0.722364,0.000000,0.499533,0.153538,0.798605,0.000000,0.238095,0.926307,0.828860,1.000000,0.022804,0.000000,0.196152,0.363157,0.205349,0.015000,0.000000,0.000000,0.386000,0.004000,0.563331,0.000000,-0.702408,0.307828,-0.000000,0.822434,0.045977,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784178314,1784149200,,,
cand-b960179a-775,ETH,short,-0.508593,0.258002,-0.327756,-0.041744,0.163578,0.506667,0.046450,0.020811,0.763261,-0.577846,-0.773600,-0.901740,-0.040177,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.690972,-0.089502,0.184000,-0.030178,0.000000,0.250000,0.003320,0.477418,-0.675590,0.737277,0.000000,-0.896830,0.092378,0.400103,0.000000,0.327731,0.898649,0.801282,1.000000,-0.126995,0.000000,0.199277,0.353781,0.114449,0.019000,0.000000,0.000000,0.220000,0.004000,0.521990,0.000000,-0.702408,0.266252,-0.000000,0.057233,-0.760766,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784178614,1784149500,,,
cand-b960179a-777,ETH,short,0.475245,0.260887,-0.057746,-0.140191,0.158638,0.476667,0.280766,0.026014,0.706864,0.000000,-0.253392,-0.344170,-0.040211,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.872185,0.081677,0.184000,-0.030178,0.000000,0.250000,0.005577,0.466108,-0.659346,0.751840,0.000000,-0.511649,0.168054,0.173714,0.000000,0.246499,0.923712,0.826272,1.000000,-0.142174,-0.003393,0.202750,0.343363,0.156059,0.015000,0.000000,0.000000,0.279000,0.004000,0.521990,0.000000,-0.702408,0.074848,-0.000000,-0.351289,0.407303,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784178917,1784149800,,,
cand-b960179a-779,ETH,short,0.278335,0.286034,0.267048,-0.067318,0.155141,0.456667,0.643051,0.031223,0.757423,0.000000,-0.065523,-0.846288,-0.039152,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.812169,0.023076,0.184000,-0.030641,0.000000,0.250000,0.005577,0.455566,-0.642788,0.766044,0.000000,-0.240589,0.134974,0.404872,0.000000,0.200000,0.938076,0.840594,1.000000,-0.021290,0.000000,0.206301,0.332709,0.179500,0.046000,0.000000,0.000000,0.414000,0.008000,0.521990,0.000000,-0.702408,0.158434,-0.000000,0.249967,0.494253,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784179226,1784150100,,,
cand-b960179a-781,ETH,short,-0.883999,-0.108216,0.022558,-0.090280,0.152946,0.443333,0.722155,0.031182,0.787944,0.000000,0.213159,-0.834733,-0.040018,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.910369,0.110542,0.184000,-0.030641,0.000000,0.250000,-0.030440,0.445708,-0.625923,0.779884,0.000000,0.073654,0.085018,0.733523,0.000000,0.345658,0.893122,0.795772,1.000000,0.005762,0.000000,0.209777,0.322281,0.207835,0.023000,0.000000,0.000000,0.740000,0.010000,0.488592,0.000000,-0.713820,0.073642,-1.000000,0.000509,-0.977444,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784179525,1784150400,,,
cand-b960179a-829,BTC,short,1.675124,1.604082,1.731891,1.341056,0.073676,0.206667,0.152859,0.001550,0.850119,0.000000,-0.155605,3.602449,-0.074040,0.333333,0.318457,0.000000,0.000000,1.000000,0.000000,0.000000,0.825086,-0.026732,0.012000,-0.026882,0.000000,0.250000,-0.012815,0.000000,0.130526,0.991445,0.000000,-0.349991,0.106471,0.761497,0.000000,0.000000,1.000000,0.000000,0.000000,-0.153789,-0.091026,0.338392,0.936436,0.184129,0.036000,0.000000,0.000000,0.946000,0.030000,0.000000,0.000000,-0.749653,0.097864,-0.000000,0.055975,0.763410,0.000000,0.000000,0.200000,0.000000,-1.000000,1.000000,0,0.00,candidate,1784179525,1784161500,,,
cand-b960179a-830,BTC,short,-0.870701,1.827940,1.510187,1.230584,0.073473,0.206667,0.501582,0.001550,0.866749,0.000000,-0.058851,1.785365,-0.074309,0.333333,0.318457,0.000000,0.000000,1.000000,0.000000,0.000000,0.852397,0.001335,0.012000,-0.026882,0.000000,0.250000,-0.021061,0.000000,0.160743,0.986996,0.000000,0.348722,0.279878,0.993540,0.000000,0.112228,0.971766,0.000000,0.000000,-0.137324,-0.074506,0.342906,0.922893,-0.063849,0.059000,0.000000,0.000000,0.928000,0.029000,0.000000,0.000000,-0.749653,0.297313,-0.000000,-0.047851,-0.708904,0.000000,0.000000,0.200000,0.000000,-1.000000,1.000000,0,0.00,candidate,1784179525,1784161800,,,
cand-b960179a-835,BTC,long,0.270831,-2.733313,-1.375814,-1.500572,0.070995,0.193333,1.097670,0.001550,0.847919,0.000000,-0.003843,1.067217,0.071227,-0.333333,0.318457,0.000000,0.000000,1.000000,0.000000,0.000000,0.880346,0.017436,0.012000,0.027225,0.000000,0.250000,-0.022399,0.000000,0.212178,0.977231,0.000000,1.588578,-0.618448,0.756198,0.000000,0.059879,0.742776,0.991705,0.000000,-0.168099,-0.099171,0.351333,0.897611,-0.284936,0.030000,0.000000,0.000000,0.949000,0.014000,0.000000,0.000000,-0.749653,0.195985,0.000000,0.284110,0.349296,0.000000,0.000000,0.200000,0.000000,1.000000,1.000000,1,0.00,candidate,1784179525,1784162400,,,
cand-b960179a-836,BTC,long,1.243621,-1.308717,-1.116919,-1.262436,0.069414,0.176667,0.457391,0.001550,0.842608,-0.035533,-0.241357,0.857226,0.071324,-0.333333,0.318457,0.000000,0.000000,1.000000,0.000000,0.000000,0.922492,0.049710,0.012000,0.027225,0.000000,0.250000,-0.022399,0.000000,0.216440,0.976296,0.000000,-0.699282,-0.206072,0.701409,0.000000,0.165093,0.771760,0.975033,0.000000,-0.150697,-0.081984,0.352028,0.895528,-0.293953,0.012000,0.000000,0.000000,0.667000,0.011000,0.000000,0.000000,-0.749653,0.287254,0.000000,0.029925,0.691542,0.000000,0.000000,0.200000,0.000000,1.000000,1.000000,1,0.00,candidate,1784179525,1784162700,,,
cand-b960179a-837,BTC,short,-1.243621,1.308717,1.116919,1.262436,0.069414,0.176667,0.640739,0.001550,0.851503,0.000000,0.066211,0.857226,-0.071187,0.333333,0.318457,0.000000,0.000000,1.000000,0.000000,0.000000,0.922575,0.049793,0.012000,-0.027225,0.000000,0.250000,-0.022399,0.000000,0.220697,0.975342,0.000000,1.098130,0.206072,0.801527,0.000000,0.165093,0.954868,0.000000,0.000000,-0.150697,-0.081984,0.353070,0.892403,0.286752,0.022000,0.000000,0.000000,0.667000,0.011000,0.000000,0.000000,-0.749653,0.388270,-0.000000,-0.029925,-0.691542,0.000000,0.000000,0.200000,0.000000,-1.000000,1.000000,0,0.00,candidate,1784179525,1784162700,,,
cand-b960179a-845,BTC,long,2.145839,-0.985312,-0.863250,-1.327281,0.070300,0.186667,0.957855,0.001550,0.864602,0.000000,-0.358650,0.611881,0.069753,-0.333333,0.320837,0.000000,0.000000,1.000000,0.000000,0.000000,0.970235,0.053677,0.012000,0.026958,0.000000,0.250000,0.011150,0.000000,0.370557,0.928810,0.000000,-0.480946,-0.201631,0.958620,0.000000,0.196562,0.755952,0.979090,1.000000,-0.166867,-0.078207,0.377939,0.817794,-0.347172,0.019000,0.000000,0.000000,0.714000,0.013000,0.000000,0.000000,-0.762650,0.336748,0.000000,0.018957,0.792653,0.000000,0.000000,0.200000,0.000000,1.000000,1.000000,1,0.00,candidate,1784179525,1784164800,,,
cand-b960179a-854,BTC,short,0.653943,-0.256621,-0.288274,0.496736,0.072394,0.200000,0.309471,0.001549,0.848243,-0.174141,-0.372061,0.071424,-0.066660,0.333333,0.320318,0.000000,0.000000,1.000000,0.000000,0.000000,0.795353,-0.133565,0.020000,-0.025655,0.000000,0.250000,-0.010143,0.000000,0.559193,0.829038,0.000000,0.218214,-0.181443,0.862606,-1.000000,0.432948,0.868773,0.943181,1.000000,0.015107,0.000000,0.412065,0.715417,0.171726,0.019000,0.000000,0.000000,0.292000,0.001000,0.000000,0.000000,-0.775662,0.191101,-0.000000,-0.131955,0.636743,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868736,0,0.00,candidate,1784179525,1784167800,,,
cand-b960179a-782,ETH,short,0.441620,-0.071311,0.253897,-0.028179,0.151848,0.436667,0.875593,0.005203,0.834544,0.000000,-0.104338,-0.784881,-0.039984,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.882028,0.078425,0.184000,-0.030641,0.000000,0.250000,-0.030440,0.436463,-0.601815,0.798636,0.000000,0.156433,0.152254,1.540914,0.000000,0.273389,0.915411,0.817996,1.000000,-0.007651,0.000000,0.214986,0.306654,0.145663,0.020000,0.000000,0.000000,0.313000,0.009000,0.488592,0.000000,-0.713820,0.013411,-0.000000,0.026361,0.646766,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784179825,1784150700,,,
cand-b960179a-871,BTC,long,0.532381,-0.165934,-0.129648,-0.160079,0.068958,0.176667,0.297976,0.001549,0.860549,-0.239830,-0.508793,0.094994,0.061128,-0.333333,0.320247,0.000000,0.000000,1.000000,0.000000,0.000000,0.963284,0.042354,0.048000,0.024138,0.000000,0.250000,0.004841,0.000000,0.915311,0.402747,0.000000,-0.823802,-0.115827,0.996148,0.000000,0.451858,0.873622,0.000000,0.000000,-0.001795,0.000000,0.501420,0.447352,-0.184943,0.012000,0.000000,0.000000,0.501000,0.000000,0.000000,0.000000,-0.803398,0.574541,0.000000,0.329751,0.425760,0.000000,0.000000,0.200000,0.000000,1.000000,0.747425,1,0.00,candidate,1784179825,1784175600,,,
cand-b960179a-784,BTC,short,0.523241,0.461525,0.730473,0.384474,0.109675,0.463333,0.343440,0.001544,0.863170,0.000000,-0.175481,-0.430317,-0.069738,0.333333,0.316636,0.000000,0.000000,1.000000,0.000000,0.000000,0.871016,0.065840,0.184000,-0.030782,0.000000,0.250000,0.001729,0.419579,-0.577145,0.816642,0.000000,0.975624,0.112423,0.943779,0.000000,0.205301,0.951393,0.000000,0.000000,-0.066759,-0.004690,0.219588,0.292849,0.174626,0.046000,0.000000,0.000000,0.800000,0.010000,0.460880,0.000000,-0.713820,0.100415,-0.000000,0.068489,0.640893,0.000000,0.000000,0.200000,0.000000,-1.000000,0.749637,0,0.00,candidate,1784180102,1784151000,,,
cand-b960179a-841,BTC,long,0.701178,0.122258,-1.337431,-0.980122,0.066696,0.156667,1.178105,0.001549,0.884032,0.000000,0.016291,0.138863,0.069658,-0.333333,0.318457,0.000000,0.000000,1.000000,0.000000,0.000000,0.920485,0.043828,0.012000,0.026958,0.000000,0.250000,0.017080,0.000000,0.284015,0.958820,0.000000,0.104113,-0.052728,1.305661,0.000000,0.260674,0.813238,0.960341,1.000000,-0.138155,-0.060528,0.363227,0.861932,-0.340935,0.015000,0.000000,0.000000,0.327000,0.026000,0.000000,0.000000,-0.749653,0.106561,0.000000,0.304059,0.448584,0.000000,0.000000,0.200000,0.000000,1.000000,1.000000,1,0.00,candidate,1784180102,1784163600,,,
cand-b960179a-846,BTC,long,1.365299,0.068076,0.129856,-0.648779,0.070557,0.186667,1.592834,0.001548,0.853167,0.000000,-0.282724,-0.113368,0.069924,-0.333333,0.320837,0.000000,0.000000,1.000000,0.000000,0.000000,0.970362,0.050863,0.012000,0.023996,0.000000,0.250000,-0.019486,0.000000,0.402747,0.915311,0.000000,0.237281,0.078298,0.826420,0.000000,0.397039,0.817182,0.964267,1.000000,-0.140467,-0.031475,0.383585,0.800857,-0.282067,0.009000,0.000000,0.000000,0.029000,0.023000,0.000000,0.000000,-0.762650,0.345914,0.000000,0.005952,0.922849,0.000000,0.000000,0.200000,0.000000,1.000000,1.000000,1,0.00,candidate,1784180102,1784165400,,,
cand-b960179a-855,BTC,short,-0.786668,0.896870,-1.691118,0.422986,0.072174,0.200000,0.801136,0.001547,0.850278,0.000000,0.078727,-0.431195,-0.066453,0.333333,0.320318,0.000000,0.000000,1.000000,0.000000,0.000000,0.885808,-0.043975,0.020000,-0.025655,0.000000,0.250000,-0.010143,0.000000,0.577145,0.816642,0.000000,0.321804,0.046307,0.878891,-1.000000,0.495405,0.849927,0.924293,1.000000,0.026450,0.000000,0.415190,0.706041,0.020811,0.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.775662,0.218215,-0.603279,-0.305048,-0.447689,0.000000,0.000000,0.200000,0.000000,-1.000000,0.738998,0,0.00,candidate,1784180102,1784168100,,,
cand-b960179a-783,ETH,short,0.958280,0.302927,0.586497,0.112056,0.151510,0.436667,1.410549,0.005207,0.828648,0.000000,0.245249,-0.168760,-0.040024,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.869542,0.064367,0.184000,-0.030782,0.000000,0.250000,0.001729,0.427771,-0.587785,0.809017,0.000000,0.555074,0.123988,1.415198,0.000000,0.117087,0.963720,0.866163,1.000000,-0.036721,0.000000,0.217851,0.298058,0.288888,0.025000,0.000000,0.000000,0.903000,0.011000,0.488592,0.000000,-0.713820,0.527197,-0.000000,-0.050337,0.772853,0.000000,0.000000,0.200000,0.000000,-1.000000,0.736263,0,0.00,candidate,1784180132,1784151000,,,
cand-b960179a-786,BTC,short,0.459709,0.863126,0.858529,0.559037,0.107440,0.453333,0.050138,0.001544,0.896029,0.000000,-0.074585,0.016994,-0.069977,0.333333,0.316636,0.000000,0.000000,1.000000,0.000000,0.000000,0.789927,-0.010860,0.184000,-0.030782,0.000000,0.250000,0.001729,0.419579,-0.573576,0.819152,0.000000,-0.249213,0.214367,1.544995,0.000000,0.135781,0.967836,0.000000,0.000000,-0.076673,-0.014563,0.220282,0.290765,0.295176,0.029000,0.000000,0.000000,0.940000,0.010000,0.460880,0.000000,-0.713820,0.575613,-0.000000,0.001718,0.759524,0.000000,0.000000,0.200000,0.000000,-1.000000,0.881566,0,0.00,candidate,1784180402,1784151300,,,
cand-b960179a-785,ETH,short,0.124814,0.582584,0.610609,0.133534,0.150218,0.436667,0.510556,0.005209,0.819316,0.000000,0.096559,-0.262916,-0.039827,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.789927,-0.010860,0.184000,-0.030782,0.000000,0.250000,0.001729,0.419579,-0.573576,0.819152,0.000000,-0.353366,0.227152,1.180376,0.000000,0.096919,0.969963,0.872388,1.000000,-0.040615,0.000000,0.220282,0.290765,0.143230,0.010000,0.000000,0.000000,0.965000,0.013000,0.460880,0.000000,-0.713820,0.064220,-0.000000,0.049227,0.136882,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784180432,1784151300,,,
cand-b960179a-788,BTC,short,-0.131881,0.496175,0.811342,0.492098,0.105350,0.450000,0.488806,0.001544,0.840204,0.000000,0.051287,-0.377369,-0.071412,0.333333,0.316636,0.000000,0.000000,1.000000,0.000000,0.000000,0.788072,-0.012385,0.184000,-0.030750,0.000000,0.250000,-0.020707,0.404513,-0.540974,0.841039,0.000000,0.438669,0.133766,0.649475,0.000000,0.155333,0.963210,0.000000,0.000000,-0.073884,-0.011786,0.226273,0.272794,0.311774,0.051000,0.000000,0.000000,0.626000,0.000000,0.460880,0.000000,-0.713820,0.565004,-0.000000,0.465597,-0.229974,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784180702,1784151600,,,
cand-b960179a-787,ETH,short,-0.035017,0.367140,0.456354,0.226664,0.148744,0.436667,0.594541,0.041680,0.800814,0.000000,-0.038544,-0.452394,-0.039710,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.786691,-0.013764,0.184000,-0.030782,0.000000,0.250000,-0.020707,0.411839,-0.555570,0.831470,0.000000,-0.419003,0.128040,0.883660,0.000000,0.102521,0.968229,0.870658,1.000000,-0.039571,0.000000,0.223763,0.280322,0.195335,0.007000,0.000000,0.000000,0.715000,0.016000,0.460880,0.000000,-0.713820,0.039897,-0.000000,0.183055,-0.038961,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784180733,1784151600,,,
cand-b960179a-789,BTC,short,-0.047244,0.435516,0.680622,0.428710,0.104554,0.443333,0.395450,0.001544,0.855275,-0.059356,-0.186983,-0.760889,-0.071835,0.333333,0.316636,0.000000,0.000000,1.000000,0.000000,0.000000,0.786328,-0.014059,0.184000,-0.030750,0.000000,0.250000,-0.020707,0.404513,-0.537300,0.843391,0.000000,0.105547,0.089543,0.830959,0.000000,0.179957,0.961565,0.000000,0.000000,-0.072892,-0.010799,0.226967,0.270710,0.162252,0.036000,0.000000,0.000000,0.841000,0.002000,0.460880,0.000000,-0.713820,0.077022,-0.000000,0.691047,-0.094675,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784181010,1784151900,,,
cand-b960179a-790,ETH,short,-0.007072,0.248194,0.388541,0.220755,0.147287,0.430000,1.219870,0.005210,0.892252,0.000000,-0.168614,-0.527832,-0.039773,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.786434,-0.013953,0.184000,-0.030750,0.000000,0.250000,-0.020707,0.404513,-0.537300,0.843391,0.000000,0.547017,0.111538,3.000000,0.000000,0.103641,0.967882,0.870313,1.000000,-0.032743,0.000000,0.227314,0.269668,-0.020839,0.029000,0.000000,0.000000,0.823000,0.016000,0.460880,0.000000,-0.713820,0.083049,-0.000000,0.357791,-0.004608,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784181010,1784151900,,,
cand-b960179a-791,ETH,short,-0.423977,0.454753,0.241475,0.262352,0.146140,0.430000,1.100157,0.057295,0.807250,0.000000,-0.138546,-0.823374,-0.040832,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.887728,0.084324,0.184000,-0.030750,0.000000,0.250000,-0.003548,0.397565,-0.518773,0.854912,0.000000,-0.119712,0.144171,0.980772,0.000000,0.170308,0.947255,0.849746,1.000000,-0.020105,0.000000,0.230789,0.259244,0.216113,0.012000,0.000000,0.000000,0.934000,0.016000,0.437405,0.000000,-0.713820,0.331852,-0.000000,-0.184257,-0.528889,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784181310,1784152200,,,
cand-b960179a-792,BTC,short,-0.323458,0.573761,0.644957,0.451739,0.102582,0.426667,0.280227,0.001544,0.843043,0.000000,-0.018774,-0.510855,-0.073539,0.333333,0.316636,0.000000,0.000000,1.000000,0.000000,0.000000,0.887971,0.084567,0.184000,-0.030750,0.000000,0.250000,-0.003548,0.397565,-0.511293,0.859406,0.000000,-0.115224,0.162787,0.732964,0.000000,0.231751,0.950519,0.000000,0.000000,-0.066233,-0.004165,0.231831,0.256119,0.232738,0.032000,0.000000,0.000000,0.704000,0.000000,0.437405,0.000000,-0.713820,0.198777,-0.000000,-0.136523,-0.546835,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784181310,1784152200,,,
cand-b960179a-793,ETH,short,-0.045321,0.265073,0.131876,0.316777,0.137814,0.386667,0.220311,0.005215,0.820810,-0.664689,-1.004060,-0.832762,-0.040629,0.333333,0.422703,0.000000,0.000000,1.000000,0.000000,0.000000,0.888571,0.085149,0.184000,-0.030750,0.000000,0.250000,-0.003548,0.390962,-0.496217,0.868199,0.000000,-0.184984,0.052140,1.233091,0.000000,0.177031,0.945176,0.847673,1.000000,-0.018854,0.000000,0.234956,0.246743,0.291950,0.021000,0.000000,0.000000,0.798000,0.016000,0.437405,0.000000,-0.713820,0.091819,-0.000000,-0.511593,-0.074534,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784181610,1784152500,,,
cand-b960179a-794,ETH,short,-0.114526,-0.213574,0.087036,0.351487,0.136328,0.380000,0.994556,0.098845,0.821793,0.000000,0.215566,2.429215,-0.039983,0.333333,0.424308,0.000000,0.000000,1.000000,0.000000,0.000000,0.853686,0.050765,0.308000,-0.030755,0.000000,0.250000,-0.002211,0.384678,-0.480989,0.876727,0.000000,0.774245,-0.006481,1.252541,0.000000,0.228004,0.926277,0.842493,1.000000,-0.061550,0.000000,0.237865,0.238016,0.049420,0.010000,0.000000,0.000000,0.202000,0.017000,0.437405,0.000000,-0.713820,0.175005,-0.000000,-0.102296,-0.040486,0.000000,0.000000,0.200000,0.000000,-1.000000,1.000000,0,0.00,candidate,1784181916,1784152800,,,
cand-b960179a-795,ETH,short,-0.069208,-0.299943,0.245142,0.401020,0.135341,0.370000,1.197540,0.026033,0.809491,0.000000,-0.278224,-0.542808,-0.038510,0.333333,0.424308,0.000000,0.000000,1.000000,0.000000,0.000000,0.451875,-0.347381,0.308000,-0.030755,0.000000,0.250000,-0.002211,0.378688,-0.453990,0.891007,0.000000,0.202985,-0.037817,1.042932,0.000000,0.237661,0.923162,0.839386,1.000000,-0.059671,0.000000,0.242727,0.223432,0.179596,0.002000,0.000000,0.000000,0.656000,0.012000,0.417186,0.000000,-0.713820,0.480233,-0.000000,0.085950,-0.054545,0.000000,0.000000,0.200000,0.000000,-1.000000,0.868071,0,0.00,candidate,1784182217,1784153100,,,
cand-b960179a-844,ETH,long,2.377985,-0.769298,-0.465125,-0.833953,0.107001,0.233333,1.041543,0.114940,0.820612,-0.154000,-0.671540,0.832854,0.067393,-0.333333,0.425899,0.000000,0.000000,1.000000,0.000000,0.000000,0.970313,0.053754,0.012000,0.026958,0.000000,0.250000,0.011150,0.000000,0.366501,0.930418,0.000000,2.000000,-0.169671,1.427442,0.000000,0.245480,0.723567,0.965228,0.000000,-0.089854,-0.070843,0.377592,0.818835,-0.276823,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.762650,0.037732,0.000000,-0.002264,0.874101,0.000000,0.000000,0.200000,0.000000,1.000000,0.880254,1,0.00,candidate,1784182217,1784164800,,,
cand-b960179a-865,ETH,short,2.628857,1.336421,0.986007,-0.052924,0.102475,0.210000,0.863775,0.005217,0.788716,0.000000,0.100626,1.774404,-0.089247,0.333333,0.421719,0.000000,0.000000,1.000000,0.000000,0.000000,0.988069,0.070864,0.072000,-0.022362,0.000000,0.250000,0.026048,0.000000,0.845728,0.533615,0.000000,0.055823,0.076524,0.699679,-1.000000,0.435294,0.839121,0.943127,1.000000,-0.045959,-0.011559,0.478275,0.516787,0.114757,0.021000,0.000000,0.000000,0.000000,0.003000,0.000000,0.000000,-0.789555,0.144326,-0.000000,-0.005942,0.905594,0.000000,0.000000,0.200000,0.000000,-1.000000,0.869017,0,0.00,candidate,1784182217,1784173500,,,
cand-b960179a-867,ETH,short,0.216312,1.576135,0.831462,0.292623,0.101251,0.210000,1.175760,0.005218,0.796961,0.000000,-0.059661,-0.726172,-0.087952,0.333333,0.421719,0.000000,0.000000,1.000000,0.000000,0.000000,0.907597,-0.006257,0.072000,-0.023304,0.000000,0.250000,-0.001819,0.000000,0.878817,0.477159,0.000000,0.335766,0.143559,0.825035,0.000000,0.477176,0.823723,0.927681,1.000000,-0.036655,0.000000,0.488082,0.487364,0.310352,0.023000,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,-0.789555,0.283732,1.000000,0.015433,0.315789,0.000000,0.000000,0.200000,0.000000,-1.000000,0.740547,0,0.00,candidate,1784182217,1784174400,,,
cand-b960179a-868,ETH,short,1.109772,1.632853,1.442524,0.514179,0.101094,0.210000,0.736870,0.005219,0.767274,0.000000,0.198482,-0.354811,-0.087083,0.333333,0.421719,0.000000,0.000000,1.000000,0.000000,0.000000,0.948391,0.033536,0.072000,-0.023304,0.000000,0.250000,-0.001819,0.000000,0.887011,0.461749,0.000000,0.302499,0.153236,0.559327,0.000000,0.376000,0.860944,0.965018,1.000000,-0.059147,-0.005063,0.491208,0.477988,0.232184,0.011000,0.000000,0.000000,0.000000,0.003000,0.000000,0.000000,-0.789555,0.534124,-0.000000,0.012179,0.833977,0.000000,0.000000,0.200000,0.000000,-1.000000,0.871624,0,0.00,candidate,1784182217,1784174700,,,
cand-b960179a-870,ETH,short,1.874375,0.264889,1.127787,0.256663,0.102966,0.216667,0.847976,0.005223,0.849943,0.000000,-0.153516,-0.317893,-0.086780,0.333333,0.423843,0.000000,0.000000,1.000000,0.000000,0.000000,0.991810,0.069563,0.048000,-0.024138,0.000000,0.250000,0.004841,0.000000,0.908143,0.418660,0.000000,-0.327295,-0.021538,2.215331,0.000000,0.375059,0.861290,0.965366,1.000000,-0.059356,-0.005272,0.498642,0.455686,0.271538,0.021000,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,-0.803398,0.384832,0.504087,-0.031605,0.822222,0.000000,0.000000,0.200000,0.000000,-1.000000,0.871531,0,0.00,candidate,1784182217,1784175300,,,
cand-b960179a-872,ETH,short,-0.142704,0.461608,1.070432,0.015446,0.102437,0.210000,0.859077,0.067814,0.789572,0.000000,0.124891,0.359410,-0.087112,0.333333,0.423843,0.000000,0.000000,1.000000,0.000000,0.000000,0.962642,0.041712,0.048000,-0.024138,0.000000,0.250000,0.004897,0.000000,0.922201,0.386711,0.000000,0.238350,0.028028,0.860044,0.000000,0.388235,0.856438,0.000000,0.000000,-0.056424,-0.002349,0.504199,0.439016,0.237293,0.026000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.803398,0.154077,-0.000000,-0.566749,-0.112450,0.000000,0.000000,0.200000,0.000000,-1.000000,1.000000,0,0.00,candidate,1784182217,1784175600,,,
